timestamp,machine_id,power_kw
2026-01-01T08:01:31Z,CNC_01,0.5364
2026-01-01T08:01:32Z,CNC_01,0.5964
2026-01-01T08:01:33Z,CNC_01,0.7494
2026-01-01T08:01:34Z,CNC_01,0.8301
2026-01-01T08:01:35Z,CNC_01,0.7700
2026-01-01T08:01:36Z,CNC_01,0.8430
2026-01-01T08:01:37Z,CNC_01,0.9209
2026-01-01T08:01:38Z,CNC_01,0.9185
2026-01-01T08:01:39Z,CNC_01,1.2383
2026-01-01T08:01:40Z,CNC_01,1.5345
2026-01-01T08:01:41Z,CNC_01,1.7618
2026-01-01T08:01:42Z,CNC_01,2.0000
2026-01-01T08:01:43Z,CNC_01,2.3459
2026-01-01T08:01:44Z,CNC_01,2.6175
2026-01-01T08:01:45Z,CNC_01,2.9286
2026-01-01T08:01:46Z,CNC_01,3.2700
2026-01-01T08:01:47Z,CNC_01,3.5075
2026-01-01T08:01:48Z,CNC_01,3.4432
2026-01-01T08:01:49Z,CNC_01,3.5272
2026-01-01T08:01:50Z,CNC_01,3.5462
2026-01-01T08:01:51Z,CNC_01,3.3929
2026-01-01T08:01:52Z,CNC_01,3.4405
2026-01-01T08:01:53Z,CNC_01,3.3479
2026-01-01T08:01:54Z,CNC_01,3.3439
2026-01-01T08:01:55Z,CNC_01,3.3774
2026-01-01T08:01:56Z,CNC_01,3.3981
2026-01-01T08:01:57Z,CNC_01,3.4777
2026-01-01T08:01:58Z,CNC_01,3.4588
2026-01-01T08:01:59Z,CNC_01,3.5064
2026-01-01T08:02:00Z,CNC_01,3.3324
2026-01-01T08:02:01Z,CNC_01,3.2506
2026-01-01T08:02:02Z,CNC_01,3.2360
2026-01-01T08:02:03Z,CNC_01,3.2569
2026-01-01T08:02:04Z,CNC_01,3.3638
2026-01-01T08:02:05Z,CNC_01,3.4034
2026-01-01T08:02:06Z,CNC_01,3.4409
2026-01-01T08:02:07Z,CNC_01,3.4459
2026-01-01T08:02:08Z,CNC_01,3.3644
2026-01-01T08:02:09Z,CNC_01,3.3187
2026-01-01T08:02:10Z,CNC_01,3.2108
2026-01-01T08:02:11Z,CNC_01,3.3563
2026-01-01T08:02:12Z,CNC_01,3.3823
2026-01-01T08:02:13Z,CNC_01,3.3965
2026-01-01T08:02:14Z,CNC_01,3.4742
2026-01-01T08:02:15Z,CNC_01,3.4895
2026-01-01T08:02:16Z,CNC_01,3.4310
2026-01-01T08:02:17Z,CNC_01,3.1763
2026-01-01T08:02:18Z,CNC_01,3.0744
2026-01-01T08:02:19Z,CNC_01,2.8795
2026-01-01T08:02:20Z,CNC_01,2.5771
2026-01-01T08:02:21Z,CNC_01,2.3619
2026-01-01T08:02:22Z,CNC_01,2.0801
2026-01-01T08:02:23Z,CNC_01,1.8647
2026-01-01T08:02:24Z,CNC_01,1.6851
2026-01-01T08:02:25Z,CNC_01,1.4546
2026-01-01T08:02:26Z,CNC_01,1.3268
2026-01-01T08:02:27Z,CNC_01,1.0019
2026-01-01T08:02:28Z,CNC_01,0.7618
2026-01-01T08:02:29Z,CNC_01,0.6922
