timestamp,machine_id,power_kw
2026-01-01T08:03:59Z,CNC_01,0.5667
2026-01-01T08:04:00Z,CNC_01,0.6877
2026-01-01T08:04:01Z,CNC_01,0.6478
2026-01-01T08:04:02Z,CNC_01,0.8040
2026-01-01T08:04:03Z,CNC_01,0.7776
2026-01-01T08:04:04Z,CNC_01,0.8405
2026-01-01T08:04:05Z,CNC_01,0.8956
2026-01-01T08:04:06Z,CNC_01,0.8515
2026-01-01T08:04:07Z,CNC_01,0.9926
2026-01-01T08:04:08Z,CNC_01,1.0847
2026-01-01T08:04:09Z,CNC_01,1.2891
2026-01-01T08:04:10Z,CNC_01,1.6885
2026-01-01T08:04:11Z,CNC_01,1.8034
2026-01-01T08:04:12Z,CNC_01,2.1039
2026-01-01T08:04:13Z,CNC_01,2.3945
2026-01-01T08:04:14Z,CNC_01,2.6011
2026-01-01T08:04:15Z,CNC_01,2.7953
2026-01-01T08:04:16Z,CNC_01,3.0740
2026-01-01T08:04:17Z,CNC_01,3.3217
2026-01-01T08:04:18Z,CNC_01,3.6078
2026-01-01T08:04:19Z,CNC_01,3.7125
2026-01-01T08:04:20Z,CNC_01,4.0436
2026-01-01T08:04:21Z,CNC_01,4.2301
2026-01-01T08:04:22Z,CNC_01,4.2219
2026-01-01T08:04:23Z,CNC_01,4.2811
2026-01-01T08:04:24Z,CNC_01,4.1673
2026-01-01T08:04:25Z,CNC_01,4.1040
2026-01-01T08:04:26Z,CNC_01,4.0656
2026-01-01T08:04:27Z,CNC_01,4.0239
2026-01-01T08:04:28Z,CNC_01,3.8729
2026-01-01T08:04:29Z,CNC_01,3.8718
2026-01-01T08:04:30Z,CNC_01,3.8420
2026-01-01T08:04:31Z,CNC_01,3.8627
2026-01-01T08:04:32Z,CNC_01,3.9433
2026-01-01T08:04:33Z,CNC_01,3.9594
2026-01-01T08:04:34Z,CNC_01,4.0513
2026-01-01T08:04:35Z,CNC_01,4.1179
2026-01-01T08:04:36Z,CNC_01,4.7305
2026-01-01T08:04:37Z,CNC_01,4.7353
2026-01-01T08:04:38Z,CNC_01,4.8006
2026-01-01T08:04:39Z,CNC_01,4.8166
2026-01-01T08:04:40Z,CNC_01,4.6554
2026-01-01T08:04:41Z,CNC_01,4.6663
2026-01-01T08:04:42Z,CNC_01,4.6759
2026-01-01T08:04:43Z,CNC_01,4.5784
2026-01-01T08:04:44Z,CNC_01,4.3609
2026-01-01T08:04:45Z,CNC_01,4.2906
2026-01-01T08:04:46Z,CNC_01,4.3057
2026-01-01T08:04:47Z,CNC_01,4.2071
2026-01-01T08:04:48Z,CNC_01,4.2439
2026-01-01T08:04:49Z,CNC_01,4.2445
2026-01-01T08:04:50Z,CNC_01,4.4482
2026-01-01T08:04:51Z,CNC_01,4.2373
2026-01-01T08:04:52Z,CNC_01,4.7692
2026-01-01T08:04:53Z,CNC_01,5.4509
2026-01-01T08:04:54Z,CNC_01,6.2768
2026-01-01T08:04:55Z,CNC_01,6.2608
2026-01-01T08:04:56Z,CNC_01,5.4785
2026-01-01T08:04:57Z,CNC_01,4.8902
2026-01-01T08:04:58Z,CNC_01,4.4831
2026-01-01T08:04:59Z,CNC_01,4.1518
2026-01-01T08:05:00Z,CNC_01,4.2012
2026-01-01T08:05:01Z,CNC_01,4.0090
2026-01-01T08:05:02Z,CNC_01,3.9524
2026-01-01T08:05:03Z,CNC_01,4.0698
2026-01-01T08:05:04Z,CNC_01,3.8999
2026-01-01T08:05:05Z,CNC_01,3.6273
2026-01-01T08:05:06Z,CNC_01,3.5429
2026-01-01T08:05:07Z,CNC_01,3.4213
2026-01-01T08:05:08Z,CNC_01,3.2476
2026-01-01T08:05:09Z,CNC_01,3.0805
2026-01-01T08:05:10Z,CNC_01,2.9666
2026-01-01T08:05:11Z,CNC_01,2.9089
2026-01-01T08:05:12Z,CNC_01,2.6300
2026-01-01T08:05:13Z,CNC_01,2.5985
2026-01-01T08:05:14Z,CNC_01,2.4374
2026-01-01T08:05:15Z,CNC_01,2.2145
2026-01-01T08:05:16Z,CNC_01,2.1388
2026-01-01T08:05:17Z,CNC_01,2.0589
2026-01-01T08:05:18Z,CNC_01,1.8981
2026-01-01T08:05:19Z,CNC_01,1.6701
2026-01-01T08:05:20Z,CNC_01,1.7159
2026-01-01T08:05:21Z,CNC_01,1.5381
2026-01-01T08:05:22Z,CNC_01,1.4364
2026-01-01T08:05:23Z,CNC_01,1.1246
2026-01-01T08:05:24Z,CNC_01,1.0183
2026-01-01T08:05:25Z,CNC_01,0.8347
2026-01-01T08:05:26Z,CNC_01,0.8442
2026-01-01T08:05:27Z,CNC_01,0.6041
